#1.3									
1170	6	3	2						
1ng/ml IGF-II (MDA-MB-468)	MDA-MB-468	IGF-II	1ng/ml	19993.29945	18237.45235	20318.15364	3717.147344	3616.496096	3908.544366
100ng/ml IGF-II (MDA-MB-468)	MDA-MB-468	IGF-II	100ng/ml	23747.40842	30340.00746	43099.83044	4242.137581	4929.497803	4011.989467
1ng/ml IGF-II (T47D)	T47D	IGF-II	1ng/ml	5879.160558	5689.833633	5720.892972	1084.36125	748.3148627	1250.02778
100ng/ml IGF-II (T47D)	T47D	IGF-II	100ng/ml	8664.057884	8066.458206	15911.05682	1546.504505	2677.189227	3538.643006
1ng/ml IGF-II (UACC-812)	UACC-812	IGF-II	1ng/ml	3236.518031	4270.911138	4797.632671	24358.22959	28078.96118	29114.27491
100ng/ml IGF-II (UACC-812)	UACC-812	IGF-II	100ng/ml	3784.449827	5256.599197	4335.523884	27269.32105	29683.12086	30560.29745
1ng/ml IGF-II (UACC-893)	UACC-893	IGF-II	1ng/ml	25274.4856	21542.29445	24295.88677	2073.098393	2073.098393	2073.098393
100ng/ml IGF-II (UACC-893)	UACC-893	IGF-II	100ng/ml	26126.69633	23731.63131	28120.03541	2073.098393	2073.098393	2073.098393
1ng/ml IGF-II (ZR-75-1)	ZR-75-1	IGF-II	1ng/ml	3973.404992	2949.709453	4368.433778	1306.754667	466.1370974	443.8346974
100ng/ml IGF-II (ZR-75-1)	ZR-75-1	IGF-II	100ng/ml	9818.86966	10104.36244	18189.19752	3210.758319	1051.459418	2863.425099
1ng/ml IGF-II (ZR-75-30)	ZR-75-30	IGF-II	1ng/ml	8252.13275	5810.045778	7686.895789	20122.57842	15257.98764	18892.04576
100ng/ml IGF-II (ZR-75-30)	ZR-75-30	IGF-II	100ng/ml	9119.552681	6073.587359	7878.39617	20436.14331	17155.73437	19399.96308
1ng/ml IGF-II (184B5)	184B5	IGF-II	1ng/ml	4576.19715	3370.411804	5265.365226	8236.145271	8065.187886	8729.408762
100ng/ml IGF-II (184B5)	184B5	IGF-II	100ng/ml	18265.12154	10372.29575	19319.696	14234.46583	11210.74947	7321.355833
1ng/ml IGF-II (HCC1187)	HCC1187	IGF-II	1ng/ml	13713.56953	14039.20365	16343.58291	248.3144238	248.3144238	248.3144238
100ng/ml IGF-II (HCC1187)	HCC1187	IGF-II	100ng/ml	33153.12354	42775.60485	58813.26157	248.3144238	248.3144238	629.7795553
1ng/ml IGF-II (HCC1500)	HCC1500	IGF-II	1ng/ml	1878.229705	1244.241173	1244.241173	3077.164256	3077.164256	3077.164256
100ng/ml IGF-II (HCC1500)	HCC1500	IGF-II	100ng/ml	1870.569486	1244.241173	2880.448203	3077.164256	3077.164256	3077.164256
1ng/ml IGF-II (MCF 10A)	MCF 10A	IGF-II	1ng/ml	7694.615909	3943.374878	12630.76666	10454.2621	2157.849075	12520.99288
100ng/ml IGF-II (MCF 10A)	MCF 10A	IGF-II	100ng/ml	22678.07765	24868.33078	17983.57956	7938.823436	12455.82766	2091.246382
1ng/ml IGF-II (MCF 10F)	MCF 10F	IGF-II	1ng/ml	3709.683544	2432.626527	1978.757052	407.4253875	407.4253875	407.4253875
100ng/ml IGF-II (MCF 10F)	MCF 10F	IGF-II	100ng/ml	6959.124374	5162.045191	5704.39389	1586.646275	407.4253875	407.4253875
1ng/ml IGF-II (MCF12A)	MCF12A	IGF-II	1ng/ml	2314.48493	1625.19098	1146.984949	6288.166383	6582.731161	6877.843338
100ng/ml IGF-II (MCF12A)	MCF12A	IGF-II	100ng/ml	2836.699919	2233.089878	3736.054638	6786.492193	7851.311023	10980.4017
1ng/ml INS (MCF7)	MCF7	INS	1ng/ml	889.1092723	889.1092723	2007.882348	248.7780028	248.7780028	248.7780028
100ng/ml INS (MCF7)	MCF7	INS	100ng/ml	2289.585093	2901.882011	4597.554182	248.7780028	248.7780028	248.7780028
1ng/ml INS (SK-BR-3)	SK-BR-3	INS	1ng/ml	9071.993092	8195.835376	8409.818794	2173.008132	2173.008132	2173.008132
100ng/ml INS (SK-BR-3)	SK-BR-3	INS	100ng/ml	8936.948679	8477.928151	8484.712991	2173.008132	2173.008132	2173.008132
1ng/ml INS (MDA-MB-231)	MDA-MB-231	INS	1ng/ml	1487.724358	547.0725358	547.0725358	466.3456196	31.58511031	31.58511031
100ng/ml INS (MDA-MB-231)	MDA-MB-231	INS	100ng/ml	547.0725358	547.0725358	547.0725358	941.1412705	31.58511031	31.58511031
1ng/ml INS (AU565)	AU565	INS	1ng/ml	6441.363254	6978.642742	6448.838053	8388.368205	7443.541703	4504.180827
100ng/ml INS (AU565)	AU565	INS	100ng/ml	7540.498462	7073.663292	8375.524107	9676.749916	4429.965748	7020.737639
1ng/ml INS (BT-20)	BT-20	INS	1ng/ml	5564.765129	7305.988739	8139.986291	1534.825216	72.62507464	830.7496096
100ng/ml INS (BT-20)	BT-20	INS	100ng/ml	7709.810869	7032.475221	9352.461957	862.5141586	72.62507464	2169.322908
1ng/ml INS (BT-474)	BT-474	INS	1ng/ml	17811.88751	13956.199	16048.35396	6892.779427	6776.312201	6611.511856
100ng/ml INS (BT-474)	BT-474	INS	100ng/ml	17491.52338	15198.96688	14603.51452	7153.505421	6776.624028	7507.935302
1ng/ml INS (BT-483)	BT-483	INS	1ng/ml	2256.840856	1036.160565	1591.29501	281.9715551	281.9715551	281.9715551
100ng/ml INS (BT-483)	BT-483	INS	100ng/ml	1036.160565	1036.160565	2897.210083	281.9715551	281.9715551	281.9715551
1ng/ml INS (BT-549)	BT-549	INS	1ng/ml	11489.19047	9091.326434	9524.429007	2209.914449	1683.853707	1826.426094
100ng/ml INS (BT-549)	BT-549	INS	100ng/ml	11278.06886	11994.49311	16843.44182	1972.611426	1709.104622	2894.508064
1ng/ml INS (CAMA-1)	CAMA-1	INS	1ng/ml	4443.545493	3458.87689	3863.541883	70.21348513	70.21348513	70.21348513
100ng/ml INS (CAMA-1)	CAMA-1	INS	100ng/ml	3050.158763	4042.123009	4632.989021	70.21348513	70.21348513	70.21348513
1ng/ml INS (HCC1395)	HCC1395	INS	1ng/ml	9093.605594	8198.446046	9596.54021	2294.37206	2294.37206	2294.37206
100ng/ml INS (HCC1395)	HCC1395	INS	100ng/ml	11637.75	13205.62464	15159.44554	2294.37206	2294.37206	2294.37206
1ng/ml INS (HCC1419)	HCC1419	INS	1ng/ml	29085.29179	28724.05995	27672.4775	21615.83225	22659.49242	22199.49395
100ng/ml INS (HCC1419)	HCC1419	INS	100ng/ml	28454.2145	29469.05068	32919.52564	23565.09685	22221.81639	26124.18567
1ng/ml INS (HCC1428)	HCC1428	INS	1ng/ml	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935
100ng/ml INS (HCC1428)	HCC1428	INS	100ng/ml	1040.118819	1040.118819	3044.741639	103.8606935	103.8606935	221.8806353
1ng/ml INS (HCC1569)	HCC1569	INS	1ng/ml	26161.86458	23399.01601	24019.49985	5285.162175	3776.946063	4263.460196
100ng/ml INS (HCC1569)	HCC1569	INS	100ng/ml	26032.56774	22913.93752	30867.14158	4835.248888	3603.75302	4971.936648
1ng/ml INS (HCC1806)	HCC1806	INS	1ng/ml	10078.48333	11020.75264	8881.906892	2649.337784	2649.337784	2649.337784
100ng/ml INS (HCC1806)	HCC1806	INS	100ng/ml	34626.71029	28035.972	43040.22501	10793.07333	11618.41127	10093.9657
1ng/ml INS (HCC1937)	HCC1937	INS	1ng/ml	2318.562914	3161.07835	4621.891406	343.1177563	343.1177563	343.1177563
100ng/ml INS (HCC1937)	HCC1937	INS	100ng/ml	12342.29087	11424.24839	10937.80306	4475.172786	2464.124875	1014.880754
1ng/ml INS (HCC1954)	HCC1954	INS	1ng/ml	2570.451544	3237.941095	3410.769605	5370.068921	6698.658404	6425.502832
100ng/ml INS (HCC1954)	HCC1954	INS	100ng/ml	2462.938482	3851.017931	4013.347513	7156.885021	4504.479584	7353.857637
1ng/ml INS (HCC202)	HCC202	INS	1ng/ml	48695.78199	53546.98075	55296.22252	2702.254783	3411.376619	3756.646588
100ng/ml INS (HCC202)	HCC202	INS	100ng/ml	52550.30589	52700.04527	52247.94943	3785.468157	3158.656274	4190.96572
1ng/ml INS (HCC38)	HCC38	INS	1ng/ml	3173.334136	2431.237841	2541.373204	488.0450149	230.3837462	501.9451079
100ng/ml INS (HCC38)	HCC38	INS	100ng/ml	2721.199486	2900.235322	4270.735546	691.8528723	327.6392672	795.065576
1ng/ml INS (HCC70)	HCC70	INS	1ng/ml	7963.263933	8342.894663	8550.248726	389.867648	389.867648	389.867648
100ng/ml INS (HCC70)	HCC70	INS	100ng/ml	7990.911142	8653.752963	8572.712083	389.867648	389.867648	1064.70022
1ng/ml INS (Hs 578T)	Hs 578T	INS	1ng/ml	3200.697005	2584.139313	2728.459758	2712.176819	3719.106894	4518.83086
100ng/ml INS (Hs 578T)	Hs 578T	INS	100ng/ml	2887.786566	2858.329633	3940.084549	3313.009096	3935.89768	6196.495923
1ng/ml INS (MDA-MB-134-VI)	MDA-MB-134-VI	INS	1ng/ml	842.221377	842.221377	842.221377	1569.606765	688.9858915	1708.626968
100ng/ml INS (MDA-MB-134-VI)	MDA-MB-134-VI	INS	100ng/ml	842.221377	842.221377	1933.059379	942.8488711	1974.279435	1395.457479
1ng/ml INS (MDA-MB-157)	MDA-MB-157	INS	1ng/ml	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021
100ng/ml INS (MDA-MB-157)	MDA-MB-157	INS	100ng/ml	4973.848327	4002.4469	3336.204239	1157.765189	1701.057429	616.2250867
1ng/ml INS (MDA-MB-175-VII)	MDA-MB-175-VII	INS	1ng/ml	12066.24497	12566.29239	14971.84596	22834.29185	21946.62613	25366.22447
100ng/ml INS (MDA-MB-175-VII)	MDA-MB-175-VII	INS	100ng/ml	15581.58256	21382.11152	27367.99194	22070.40445	20919.96846	21844.91048
1ng/ml INS (MDA-MB-361)	MDA-MB-361	INS	1ng/ml	2002.347217	751.2088921	751.2088921	166.1702235	166.1702235	447.5319348
100ng/ml INS (MDA-MB-361)	MDA-MB-361	INS	100ng/ml	1681.34204	1730.398633	2853.509646	166.1702235	166.1702235	166.1702235
1ng/ml INS (MDA-MB-415)	MDA-MB-415	INS	1ng/ml	34649.17498	31708.96341	32120.52661	43.43729105	43.43729105	43.43729105
100ng/ml INS (MDA-MB-415)	MDA-MB-415	INS	100ng/ml	35265.8154	29093.17232	29000.49513	43.43729105	43.43729105	127.8226878
1ng/ml INS (MDA-MB-436)	MDA-MB-436	INS	1ng/ml	8728.903023	2652.701538	3554.337388	5972.101549	2360.487221	2360.487221
100ng/ml INS (MDA-MB-436)	MDA-MB-436	INS	100ng/ml	7005.99541	4100.587666	6055.874595	4283.082615	2360.487221	3616.711167
1ng/ml INS (MDA-MB-453)	MDA-MB-453	INS	1ng/ml	5920.165164	4451.361381	4507.358014	1158.340811	592.264794	1926.275965
100ng/ml INS (MDA-MB-453)	MDA-MB-453	INS	100ng/ml	5771.81437	4411.076033	6884.495679	1191.769126	592.264794	2592.570736
1ng/ml INS (MDA-MB-468)	MDA-MB-468	INS	1ng/ml	22125.69137	25162.46508	31384.64863	3148.725404	3201.409475	3461.999695
100ng/ml INS (MDA-MB-468)	MDA-MB-468	INS	100ng/ml	41308.43326	42667.2023	45123.63116	6077.662228	4464.375829	4497.829488
1ng/ml INS (T47D)	T47D	INS	1ng/ml	6739.639275	5269.587279	5528.4151	421.0662755	421.0662755	870.9308856
100ng/ml INS (T47D)	T47D	INS	100ng/ml	5427.764838	6108.549527	7487.944266	637.961836	723.0478249	1794.45634
1ng/ml INS (UACC-812)	UACC-812	INS	1ng/ml	3108.765474	3368.198414	3799.76835	22012.88636	23867.40942	26291.54519
100ng/ml INS (UACC-812)	UACC-812	INS	100ng/ml	3070.076383	4098.675947	5528.895769	23070.95761	24808.84073	30214.79416
1ng/ml INS (UACC-893)	UACC-893	INS	1ng/ml	18396.70658	22881.4522	23996.38335	2073.098393	2073.098393	2073.098393
100ng/ml INS (UACC-893)	UACC-893	INS	100ng/ml	21210.39206	23586.63787	26922.34251	2073.098393	2073.098393	2073.098393
1ng/ml INS (ZR-75-1)	ZR-75-1	INS	1ng/ml	3897.225031	3506.566034	4055.702656	906.377901	40.03814833	40.03814833
100ng/ml INS (ZR-75-1)	ZR-75-1	INS	100ng/ml	18840.00453	12456.61902	12074.11696	10174.57842	1404.124813	2133.566306
1ng/ml INS (ZR-75-30)	ZR-75-30	INS	1ng/ml	6840.56406	5688.880038	8237.626993	18075.73665	14736.31392	19816.67203
100ng/ml INS (ZR-75-30)	ZR-75-30	INS	100ng/ml	7204.426974	5459.225857	7673.487105	18312.54316	13017.83383	20572.58017
1ng/ml INS (184B5)	184B5	INS	1ng/ml	4744.686999	1709.167953	4819.456361	5610.545127	5657.364584	6964.025636
100ng/ml INS (184B5)	184B5	INS	100ng/ml	5597.487703	4103.454127	7425.395543	6821.515897	4600.608417	7059.534914
1ng/ml INS (HCC1187)	HCC1187	INS	1ng/ml	23824.29066	35753.12391	49413.41198	248.3144238	248.3144238	248.3144238
100ng/ml INS (HCC1187)	HCC1187	INS	100ng/ml	61463.00181	66623.97154	66018.21598	248.3144238	248.3144238	248.3144238
1ng/ml INS (HCC1500)	HCC1500	INS	1ng/ml	1904.015513	1244.241173	1869.706363	3077.164256	3077.164256	3077.164256
100ng/ml INS (HCC1500)	HCC1500	INS	100ng/ml	1244.241173	1244.241173	2962.121243	3077.164256	3077.164256	3077.164256
1ng/ml INS (MCF 10A)	MCF 10A	INS	1ng/ml	3684.207028	5450.820406	3262.560872	2753.048027	7003.641476	1980.430652
100ng/ml INS (MCF 10A)	MCF 10A	INS	100ng/ml	3509.624729	7471.332838	5975.848903	1870.965271	6255.59174	1927.679925
1ng/ml INS (MCF 10F)	MCF 10F	INS	1ng/ml	2086.875355	1671.879412	599.6978333	407.4253875	407.4253875	407.4253875
100ng/ml INS (MCF 10F)	MCF 10F	INS	100ng/ml	1987.853047	1637.450514	2014.004032	407.4253875	407.4253875	407.4253875
1ng/ml INS (MCF12A)	MCF12A	INS	1ng/ml	2038.599525	1203.113037	1072.675835	5649.352364	5990.446013	7829.801483
100ng/ml INS (MCF12A)	MCF12A	INS	100ng/ml	3672.001487	2982.334593	2893.387423	6588.688145	7959.019723	10989.35327
1ng/ml NGF-beta (MCF7)	MCF7	NGF-beta	1ng/ml	2906.393452	2444.967502	3049.185793	834.7545259	248.7780028	248.7780028
100ng/ml NGF-beta (MCF7)	MCF7	NGF-beta	100ng/ml	2620.913686	2944.058735	3075.415099	248.7780028	248.7780028	516.798758
1ng/ml NGF-beta (SK-BR-3)	SK-BR-3	NGF-beta	1ng/ml	9124.575603	8102.413347	8671.296093	2173.008132	2173.008132	2173.008132
100ng/ml NGF-beta (SK-BR-3)	SK-BR-3	NGF-beta	100ng/ml	9667.493288	8770.328663	7702.629692	2173.008132	2173.008132	6421.61635
1ng/ml NGF-beta (MDA-MB-231)	MDA-MB-231	NGF-beta	1ng/ml	3111.324138	1348.349956	1107.538915	31.58511031	67.01624616	31.58511031
100ng/ml NGF-beta (MDA-MB-231)	MDA-MB-231	NGF-beta	100ng/ml	2333.468754	2119.97561	881.871207	31.58511031	31.58511031	143.7316206
1ng/ml NGF-beta (AU565)	AU565	NGF-beta	1ng/ml	9056.410337	7839.26391	8256.040578	9481.293694	7237.057538	6016.201282
100ng/ml NGF-beta (AU565)	AU565	NGF-beta	100ng/ml	10393.60657	7395.306155	9525.510598	10475.43133	3916.023846	9108.39687
1ng/ml NGF-beta (BT-20)	BT-20	NGF-beta	1ng/ml	7776.871584	8579.357328	9503.292494	2444.163933	979.8876377	1301.235135
100ng/ml NGF-beta (BT-20)	BT-20	NGF-beta	100ng/ml	10579.17961	8037.040243	9518.992327	2158.944065	1678.211911	3172.500912
1ng/ml NGF-beta (BT-474)	BT-474	NGF-beta	1ng/ml	18951.67127	16411.86008	16886.14373	7988.732901	7507.467562	7024.17535
100ng/ml NGF-beta (BT-474)	BT-474	NGF-beta	100ng/ml	18377.55797	12683.2781	18283.10946	8074.485209	6873.329244	8028.49079
1ng/ml NGF-beta (BT-483)	BT-483	NGF-beta	1ng/ml	4251.779618	1566.898467	2615.373875	1504.521038	281.9715551	281.9715551
100ng/ml NGF-beta (BT-483)	BT-483	NGF-beta	100ng/ml	1599.563294	1828.115004	2399.27563	281.9715551	281.9715551	281.9715551
1ng/ml NGF-beta (BT-549)	BT-549	NGF-beta	1ng/ml	12127.25123	10644.60621	11826.22195	2712.352087	2110.5783	3110.609847
100ng/ml NGF-beta (BT-549)	BT-549	NGF-beta	100ng/ml	11125.64649	10734.70954	10005.86062	2864.850149	3066.420744	3962.867953
1ng/ml NGF-beta (CAMA-1)	CAMA-1	NGF-beta	1ng/ml	5335.640494	2963.502737	4178.22728	70.21348513	5382.592423	70.21348513
100ng/ml NGF-beta (CAMA-1)	CAMA-1	NGF-beta	100ng/ml	3274.297125	3397.674553	4727.102814	70.21348513	70.21348513	1321.050641
1ng/ml NGF-beta (HCC1395)	HCC1395	NGF-beta	1ng/ml	10198.01157	8906.270458	9286.066178	2294.37206	2294.37206	2294.37206
100ng/ml NGF-beta (HCC1395)	HCC1395	NGF-beta	100ng/ml	11176.58779	8743.281202	10502.59134	2294.37206	2294.37206	2294.37206
1ng/ml NGF-beta (HCC1419)	HCC1419	NGF-beta	1ng/ml	28468.35383	29167.9709	34210.91746	22308.39002	21732.81435	25306.55977
100ng/ml NGF-beta (HCC1419)	HCC1419	NGF-beta	100ng/ml	31653.85621	30492.43436	34059.69856	24276.91748	23652.66952	27014.08634
1ng/ml NGF-beta (HCC1428)	HCC1428	NGF-beta	1ng/ml	3340.533551	3320.600402	3056.260796	266.1895965	725.5009042	677.290934
100ng/ml NGF-beta (HCC1428)	HCC1428	NGF-beta	100ng/ml	3484.573094	2368.722864	3453.92212	592.7365627	517.3820712	2145.157534
1ng/ml NGF-beta (HCC1569)	HCC1569	NGF-beta	1ng/ml	20266.91574	19959.68892	21716.19932	6404.94423	3676.57246	4326.978115
100ng/ml NGF-beta (HCC1569)	HCC1569	NGF-beta	100ng/ml	26914.6995	20331.99488	24336.43763	4947.217538	3938.958168	9152.269442
1ng/ml NGF-beta (HCC1806)	HCC1806	NGF-beta	1ng/ml	3734.265917	2837.790371	5897.262265	2649.337784	2649.337784	2649.337784
100ng/ml NGF-beta (HCC1806)	HCC1806	NGF-beta	100ng/ml	2336.830387	6636.560956	4959.479956	2649.337784	2649.337784	6624.596123
1ng/ml NGF-beta (HCC1937)	HCC1937	NGF-beta	1ng/ml	3397.703478	2676.799375	3673.126068	1425.647717	343.1177563	1360.881454
100ng/ml NGF-beta (HCC1937)	HCC1937	NGF-beta	100ng/ml	3933.285697	4200.732158	3958.198788	343.1177563	750.811753	3131.011532
1ng/ml NGF-beta (HCC1954)	HCC1954	NGF-beta	1ng/ml	6235.889851	2628.801357	3229.864996	5856.51742	4996.249924	5175.160535
100ng/ml NGF-beta (HCC1954)	HCC1954	NGF-beta	100ng/ml	5101.904655	2741.563884	4151.347848	6722.364786	4876.911677	9763.587135
1ng/ml NGF-beta (HCC202)	HCC202	NGF-beta	1ng/ml	52406.42113	53418.17908	57906.58977	4012.703822	4376.06497	5310.165163
100ng/ml NGF-beta (HCC202)	HCC202	NGF-beta	100ng/ml	65972.27333	67051.21057	65912.93327	4871.102413	5405.528244	6310.087146
1ng/ml NGF-beta (HCC38)	HCC38	NGF-beta	1ng/ml	2868.880996	3090.20565	3053.186467	1185.892867	334.5121692	229.6296492
100ng/ml NGF-beta (HCC38)	HCC38	NGF-beta	100ng/ml	3285.313872	3279.912496	3033.293596	522.1182948	24.24223572	1980.860849
1ng/ml NGF-beta (HCC70)	HCC70	NGF-beta	1ng/ml	8073.679972	8205.004212	9075.891276	389.867648	676.3887808	933.6207252
100ng/ml NGF-beta (HCC70)	HCC70	NGF-beta	100ng/ml	8419.615667	8343.240254	8821.536959	647.6628921	922.9726306	1381.198569
1ng/ml NGF-beta (Hs 578T)	Hs 578T	NGF-beta	1ng/ml	4187.411628	3317.505786	3458.120957	4675.919496	4752.866368	6096.068515
100ng/ml NGF-beta (Hs 578T)	Hs 578T	NGF-beta	100ng/ml	3161.791621	3298.886781	4184.54004	5741.24297	5416.287747	7763.379047
1ng/ml NGF-beta (MDA-MB-134-VI)	MDA-MB-134-VI	NGF-beta	1ng/ml	842.221377	842.221377	1356.270777	2890.388462	1383.308921	1557.877122
100ng/ml NGF-beta (MDA-MB-134-VI)	MDA-MB-134-VI	NGF-beta	100ng/ml	1298.211942	1284.950902	842.221377	1780.141881	1435.912777	3290.93182
1ng/ml NGF-beta (MDA-MB-157)	MDA-MB-157	NGF-beta	1ng/ml	1069.931871	1069.931871	2181.783772	252.4573021	252.4573021	252.4573021
100ng/ml NGF-beta (MDA-MB-157)	MDA-MB-157	NGF-beta	100ng/ml	2429.493041	1749.998274	2273.72202	1497.179577	445.8811726	818.4050177
1ng/ml NGF-beta (MDA-MB-175-VII)	MDA-MB-175-VII	NGF-beta	1ng/ml	13337.81526	13767.90676	15513.52877	26833.81508	31463.97531	25374.50161
100ng/ml NGF-beta (MDA-MB-175-VII)	MDA-MB-175-VII	NGF-beta	100ng/ml	13570.19148	16506.01512	15588.24	23711.64028	23445.40177	25536.80947
1ng/ml NGF-beta (MDA-MB-361)	MDA-MB-361	NGF-beta	1ng/ml	1643.943112	751.2088921	1257.088109	2540.577884	166.1702235	166.1702235
100ng/ml NGF-beta (MDA-MB-361)	MDA-MB-361	NGF-beta	100ng/ml	751.2088921	1175.666377	1722.25646	166.1702235	166.1702235	166.1702235
1ng/ml NGF-beta (MDA-MB-415)	MDA-MB-415	NGF-beta	1ng/ml	36681.3312	28648.4023	32713.82164	506.0405813	120.0447785	537.5274682
100ng/ml NGF-beta (MDA-MB-415)	MDA-MB-415	NGF-beta	100ng/ml	36305.89298	34221.5115	28803.97118	678.0756527	628.8837881	909.388484
1ng/ml NGF-beta (MDA-MB-436)	MDA-MB-436	NGF-beta	1ng/ml	25693.20818	5203.031227	5014.11412	16651.49629	2360.487221	2360.487221
100ng/ml NGF-beta (MDA-MB-436)	MDA-MB-436	NGF-beta	100ng/ml	6895.187275	4055.280362	4129.699146	6604.462073	4036.976279	2360.487221
1ng/ml NGF-beta (MDA-MB-453)	MDA-MB-453	NGF-beta	1ng/ml	6065.796697	5288.79305	5361.407389	2122.763242	1753.486263	2379.200472
100ng/ml NGF-beta (MDA-MB-453)	MDA-MB-453	NGF-beta	100ng/ml	6299.753854	5574.718306	6091.377892	2409.068011	2435.988702	3250.546799
1ng/ml NGF-beta (MDA-MB-468)	MDA-MB-468	NGF-beta	1ng/ml	22872.34522	21981.95871	22663.53957	4037.823529	3605.719808	3026.739284
100ng/ml NGF-beta (MDA-MB-468)	MDA-MB-468	NGF-beta	100ng/ml	22407.53813	23913.61526	26182.07818	3633.295493	3537.542557	8559.00215
1ng/ml NGF-beta (T47D)	T47D	NGF-beta	1ng/ml	7554.74435	6133.667079	7716.973127	1389.270468	1553.901963	2735.638278
100ng/ml NGF-beta (T47D)	T47D	NGF-beta	100ng/ml	5946.140696	6122.143615	6969.47838	1769.311071	1177.945833	2736.49066
1ng/ml NGF-beta (UACC-812)	UACC-812	NGF-beta	1ng/ml	4660.060548	4718.683359	4008.532329	26947.89411	26103.99502	25185.01453
100ng/ml NGF-beta (UACC-812)	UACC-812	NGF-beta	100ng/ml	4149.5413	5398.491929	4025.618374	23840.72608	27699.04557	29756.54607
1ng/ml NGF-beta (UACC-893)	UACC-893	NGF-beta	1ng/ml	17278.78146	19131.8319	21514.2795	2073.098393	2073.098393	2073.098393
100ng/ml NGF-beta (UACC-893)	UACC-893	NGF-beta	100ng/ml	23281.57422	21344.0512	24486.00355	2073.098393	2073.098393	2073.098393
1ng/ml NGF-beta (ZR-75-1)	ZR-75-1	NGF-beta	1ng/ml	3750.837152	3291.135512	3133.968824	776.5974066	40.03814833	40.03814833
100ng/ml NGF-beta (ZR-75-1)	ZR-75-1	NGF-beta	100ng/ml	3250.35083	3168.781464	2977.676093	40.03814833	40.03814833	450.8824412
1ng/ml NGF-beta (ZR-75-30)	ZR-75-30	NGF-beta	1ng/ml	5864.046204	6814.843767	6751.457263	16008.72268	18426.78482	17394.73729
100ng/ml NGF-beta (ZR-75-30)	ZR-75-30	NGF-beta	100ng/ml	7823.908155	6493.157258	7186.873788	18265.63848	15974.85189	22019.68936
1ng/ml NGF-beta (184B5)	184B5	NGF-beta	1ng/ml	6933.144007	4441.150465	6414.615698	7938.546082	7367.179773	8718.729582
100ng/ml NGF-beta (184B5)	184B5	NGF-beta	100ng/ml	6567.498737	5609.590944	6428.948483	8695.561191	8095.596399	10190.76709
1ng/ml NGF-beta (HCC1187)	HCC1187	NGF-beta	1ng/ml	14082.74365	13424.14829	14636.08212	248.3144238	248.3144238	248.3144238
100ng/ml NGF-beta (HCC1187)	HCC1187	NGF-beta	100ng/ml	14562.10639	11575.60044	12226.86869	248.3144238	248.3144238	653.036831
1ng/ml NGF-beta (HCC1500)	HCC1500	NGF-beta	1ng/ml	3095.473788	3561.452465	2836.860478	3077.164256	3077.164256	3077.164256
100ng/ml NGF-beta (HCC1500)	HCC1500	NGF-beta	100ng/ml	2953.058448	2936.011764	3385.267427	3077.164256	3077.164256	3077.164256
1ng/ml NGF-beta (MCF 10A)	MCF 10A	NGF-beta	1ng/ml	3584.099886	2565.228475	3333.476031	3042.937446	1756.185614	1606.384004
100ng/ml NGF-beta (MCF 10A)	MCF 10A	NGF-beta	100ng/ml	2724.431583	3140.096942	3078.295378	2206.984351	848.9253853	2366.543321
1ng/ml NGF-beta (MCF 10F)	MCF 10F	NGF-beta	1ng/ml	2607.414338	1918.599449	1389.894743	407.4253875	407.4253875	407.4253875
100ng/ml NGF-beta (MCF 10F)	MCF 10F	NGF-beta	100ng/ml	4158.178113	599.6978333	1741.434274	407.4253875	407.4253875	714.1820372
1ng/ml NGF-beta (MCF12A)	MCF12A	NGF-beta	1ng/ml	3015.713091	1968.672504	1113.699687	7826.420493	6543.64047	8360.778002
100ng/ml NGF-beta (MCF12A)	MCF12A	NGF-beta	100ng/ml	2121.486353	1221.387299	2230.199561	7978.661668	9043.383898	10231.33519
1ng/ml PDGF-BB (MCF7)	MCF7	PDGF-BB	1ng/ml	1416.233764	1483.485704	1441.30898	248.7780028	248.7780028	248.7780028
100ng/ml PDGF-BB (MCF7)	MCF7	PDGF-BB	100ng/ml	1386.961858	889.1092723	1427.145155	248.7780028	248.7780028	248.7780028
1ng/ml PDGF-BB (SK-BR-3)	SK-BR-3	PDGF-BB	1ng/ml	10392.42736	8441.524874	9046.028031	2173.008132	2173.008132	2173.008132
100ng/ml PDGF-BB (SK-BR-3)	SK-BR-3	PDGF-BB	100ng/ml	9072.384525	8639.720491	9246.441769	2173.008132	2173.008132	3429.988406
1ng/ml PDGF-BB (MDA-MB-231)	MDA-MB-231	PDGF-BB	1ng/ml	867.1643343	547.0725358	547.0725358	248.661126	31.58511031	31.58511031
100ng/ml PDGF-BB (MDA-MB-231)	MDA-MB-231	PDGF-BB	100ng/ml	1397.196128	547.0725358	1425.051529	825.1540915	31.58511031	31.58511031
1ng/ml PDGF-BB (AU565)	AU565	PDGF-BB	1ng/ml	9378.27971	8875.429599	9192.768791	10981.6901	9623.365398	8803.820307
100ng/ml PDGF-BB (AU565)	AU565	PDGF-BB	100ng/ml	9011.335035	7616.605506	10801.88914	10629.1602	5640.4564	10968.14527
1ng/ml PDGF-BB (BT-20)	BT-20	PDGF-BB	1ng/ml	6646.595757	7700.166686	7400.075594	205.6195118	708.1206015	543.9762204
