#1.3																									
1750	21	4	0																						
id	Cell Line	Perturbagen	Concentration	Timepoint	pMEK(S217/221)	pERK(T202/Y204)	p-p90RSK(S380)	p-p90RSK(T573)	p-AKT(T308)	p-AKT(S473)	p-mTOR(S2448)	p-p70S6K(T421/S424)	p-p70S6K(T389)	p-S6(S235/236)	p-AMPK(T172)	p-JNK(T183/Y185)	Total c-Jun	p-cJun(S63)	p-P38(T180/Y182)	p-HSP27(S82)	p-NFKB(S536)	Bim	cPARP	p-Histone H3(S10)	p27Kip1
0.316uM PLX4032 @ 48h (C32)	C32	PLX4032	0.316uM	48h	-1.2236	-1.9206	nan	0.042245	0.59069	0.86228	nan	-0.59572	nan	-1.9392	0.51444	0.41175	0.12506	nan	0.44168	nan	-0.35816	1.1531	0.50525	-1.6944	0.9113
1uM PLX4032 @ 1h (C32)	C32	PLX4032	1uM	1h	-1.7013	-3.508	nan	-0.47761	0.14177	0.40048	nan	-0.39409	nan	-0.98543	0.34338	-0.057903	-0.30633	nan	0.0093718	nan	-0.06935	0.51191	-0.32371	-0.26294	0.05405
1uM PLX4032 @ 5h (C32)	C32	PLX4032	1uM	5h	-1.7317	-3.1755	nan	0.23902	0.1588	0.49707	nan	-0.17675	nan	-1.2375	0.75488	0.23725	-1.2174	nan	0.39134	nan	0.038592	0.66687	-0.13065	0.74833	0.23507
1uM PLX4032 @ 10h (C32)	C32	PLX4032	1uM	10h	-1.5966	-2.9805	nan	0.25473	0.43031	0.36595	nan	-0.22053	nan	-1.7833	0.50745	0.21004	-1.656	nan	0.17883	nan	-0.29856	0.64473	0.023845	0.90512	0.43059
1uM PLX4032 @ 24h (C32)	C32	PLX4032	1uM	24h	-1.5808	-2.6684	nan	-0.62987	0.50029	0.54996	nan	-0.79533	nan	-2.5734	0.58399	0.21095	-1.7234	nan	0.14037	nan	-0.37451	0.94053	0.71223	-1.3641	1.0264
1uM PLX4032 @ 48h (C32)	C32	PLX4032	1uM	48h	-1.3872	-2.0337	nan	-0.25436	0.82817	0.84799	nan	-1.0526	nan	-2.7533	0.78062	0.27614	-0.43754	nan	0.2593	nan	-0.66146	1.4467	1.1542	-2.6007	1.0889
3.16uM PLX4032 @ 1h (C32)	C32	PLX4032	3.16uM	1h	-1.8648	-3.5673	nan	-1.0046	0.15844	0.33579	nan	-0.60424	nan	-1.5204	0.4218	-0.35868	-0.33005	nan	-0.06858	nan	-0.023133	0.39405	-0.2913	-0.81943	0.10415
3.16uM PLX4032 @ 5h (C32)	C32	PLX4032	3.16uM	5h	-1.994	-3.3626	nan	-0.15338	0.27686	0.31931	nan	-0.24126	nan	-1.8654	0.69521	-0.15637	-1.3486	nan	0.34375	nan	0.038476	0.56695	0.064641	0.70899	0.37623
3.16uM PLX4032 @ 10h (C32)	C32	PLX4032	3.16uM	10h	-1.9013	-3.2412	nan	-0.16225	0.24286	0.35246	nan	-0.32646	nan	-2.1388	0.40273	0.00043631	-1.8906	nan	-0.043975	nan	-0.35745	0.55254	0.46276	1.0171	0.36203
3.16uM PLX4032 @ 24h (C32)	C32	PLX4032	3.16uM	24h	-1.7614	-2.9662	nan	-0.60598	0.51924	0.3933	nan	-0.92685	nan	-2.5013	0.90007	0.0055218	-2.0241	nan	0.047488	nan	-0.63729	0.90934	1.7979	-0.79216	0.99527
3.16uM PLX4032 @ 48h (C32)	C32	PLX4032	3.16uM	48h	-1.9635	-2.4492	nan	-0.02591	0.71006	0.30624	nan	-1.3537	nan	-2.9224	0.4393	-0.037089	-1.545	nan	0.050188	nan	-1.0857	1.073	1.3534	-2.7026	0.95446
0.00316uM SB590885 @ 1h (C32)	C32	SB590885	0.00316uM	1h	0.20782	0.10692	nan	-0.23088	0.2845	0.287	nan	0.0116	nan	0.11315	0.45413	0.40369	0.23692	nan	0.34928	nan	0.34611	0.4986	0.11764	-0.63501	0.24085
0.00316uM SB590885 @ 5h (C32)	C32	SB590885	0.00316uM	5h	0.27009	0.10692	nan	0.34567	0.096954	0.0079391	nan	0.16126	nan	0.32377	0.46096	0.30876	0.18751	nan	0.37571	nan	0.47349	0.1227	0.31024	-0.033521	0.28024
0.00316uM SB590885 @ 10h (C32)	C32	SB590885	0.00316uM	10h	0.090765	0.10692	nan	0.52633	0.20885	-0.025989	nan	0.22627	nan	0.21097	0.21096	0.33836	0.3168	nan	0.13317	nan	0.11908	0.19001	0.068564	0.39599	0.22982
0.00316uM SB590885 @ 24h (C32)	C32	SB590885	0.00316uM	24h	-0.060232	-0.14609	nan	0.17878	0.10606	0.08943	nan	0.076562	nan	-0.13156	-0.10538	0.05422	0	nan	0.022599	nan	-0.35277	-0.036994	0.15101	-0.3455	0.36568
0.00316uM SB590885 @ 48h (C32)	C32	SB590885	0.00316uM	48h	-0.17901	-0.36033	nan	0.22066	0.18696	0.52029	nan	-0.06444	nan	-0.96772	-0.34463	0.14289	-0.010192	nan	0.043393	nan	-0.57422	0.072051	0.024764	0.083859	0.11542
0.01uM SB590885 @ 1h (C32)	C32	SB590885	0.01uM	1h	-0.2935	-0.54977	nan	-0.4899	0.17929	0.28099	nan	-0.20515	nan	-0.21191	0.61193	0.12791	-0.03575	nan	0.17535	nan	0.11872	0.52538	-0.11695	-0.35329	0.10816
0.01uM SB590885 @ 5h (C32)	C32	SB590885	0.01uM	5h	-0.29111	-0.099536	nan	0.07563	0.18982	0.20282	nan	0.15381	nan	-0.084475	0.46146	0.28688	0.018405	nan	0.3164	nan	0.20595	0.46589	-0.005071	0.28161	0.18912
0.01uM SB590885 @ 10h (C32)	C32	SB590885	0.01uM	10h	-0.31723	-0.099536	nan	0.22973	0.051608	0.15524	nan	0.13764	nan	-0.27027	0.31762	0.36852	-0.004644	nan	0.1006	nan	0.050913	0.40946	-0.081345	0.45522	0.047174
0.01uM SB590885 @ 24h (C32)	C32	SB590885	0.01uM	24h	-0.35211	-0.19265	nan	0.095949	0.1172	0.29977	nan	-0.086469	nan	-0.61808	0.094275	0.18261	-0.14266	nan	-0.0093162	nan	-0.45174	0.26397	-0.18214	-0.3127	0.19014
0.01uM SB590885 @ 48h (C32)	C32	SB590885	0.01uM	48h	-0.32882	-0.23637	nan	-0.14196	0.27419	0.69568	nan	-0.25083	nan	-1.3273	-0.25299	0.10431	-0.22849	nan	-0.018569	nan	-0.5621	0.22589	-0.060685	0.24353	-0.13893
0.0316uM SB590885 @ 1h (C32)	C32	SB590885	0.0316uM	1h	-0.77643	-1.6355	nan	-0.20901	0.080432	0.13779	nan	-0.31347	nan	-0.29982	0.48274	-0.23636	0.092313	nan	-0.0081862	nan	0.08056	0.5053	0.11897	-0.14913	0.020929
0.0316uM SB590885 @ 5h (C32)	C32	SB590885	0.0316uM	5h	-0.83875	-0.58496	nan	0.035147	0.16847	0.36595	nan	0.061284	nan	-0.45877	0.6699	0.097847	-0.24001	nan	0.25002	nan	0.08677	0.62063	0.19262	0.57672	0.14653
0.0316uM SB590885 @ 10h (C32)	C32	SB590885	0.0316uM	10h	-0.95248	-0.68414	nan	0.0531	0.14925	0.39686	nan	0.0032457	nan	-0.81046	0.34208	0.091657	-0.20671	nan	0.05117	nan	-0.16768	0.53208	0.078461	0.65986	0.1053
0.0316uM SB590885 @ 24h (C32)	C32	SB590885	0.0316uM	24h	-1.0029	-0.65208	nan	-0.45886	0.24578	0.61684	nan	-0.31347	nan	-1.405	0.1653	-0.01763	-0.2279	nan	-0.23727	nan	-0.50414	0.48543	0.091668	-0.44361	0.014274
0.0316uM SB590885 @ 48h (C32)	C32	SB590885	0.0316uM	48h	-0.83611	-0.40156	nan	-0.34353	-0.030657	0.73872	nan	-0.28196	nan	-1.4783	-0.19252	-0.25316	-0.13737	nan	-0.48826	nan	-0.59875	0.05001	-0.21074	0.17144	-0.29864
0.1uM SB590885 @ 1h (C32)	C32	SB590885	0.1uM	1h	-1.1005	-3.0875	nan	0.0026857	-0.048165	0.029684	nan	-0.49798	nan	-0.42946	0.34954	-0.34823	0.12984	nan	0.073081	nan	0.12735	0.40265	-0.038195	-0.16637	0.18468
0.1uM SB590885 @ 5h (C32)	C32	SB590885	0.1uM	5h	-1.1541	-1.6189	nan	0.26517	0.16364	0.36944	nan	-0.10852	nan	-0.80216	0.56077	-0.22913	-0.51331	nan	0.25798	nan	0.16497	0.4026	-0.038304	0.60728	0.20637
0.1uM SB590885 @ 10h (C32)	C32	SB590885	0.1uM	10h	-1.3424	-1.6831	nan	0.22086	0.19501	0.52123	nan	-0.30168	nan	-1.508	0.28786	-0.24917	-0.69117	nan	0.06487	nan	-0.30987	0.36894	-0.066758	0.62279	0.28377
0.1uM SB590885 @ 24h (C32)	C32	SB590885	0.1uM	24h	-1.2448	-1.7472	nan	-0.35495	0.32484	0.67449	nan	-0.64465	nan	-2.2291	0.24403	-0.4135	-0.43621	nan	-0.13253	nan	-0.29199	0.47572	-0.079008	-1.0716	0.37686
0.1uM SB590885 @ 48h (C32)	C32	SB590885	0.1uM	48h	-0.86403	-1.5759	nan	-0.39235	0.26245	0.45062	nan	-0.42751	nan	-1.3228	0.21893	-0.27478	0.16463	nan	0.052442	nan	-0.1353	0.52085	0.029761	-0.47449	0.19992
0.316uM SB590885 @ 1h (C32)	C32	SB590885	0.316uM	1h	-1.5375	-3.1401	nan	-0.15444	0.1909	0.21807	nan	-0.20139	nan	-0.597	0.65545	0.24466	0.055343	nan	0.14951	nan	0.10354	0.50548	-0.049263	-0.22288	0.11911
0.316uM SB590885 @ 5h (C32)	C32	SB590885	0.316uM	5h	-1.4433	-2.5229	nan	0.52856	0.304	0.46042	nan	0.056198	nan	-0.98176	0.80219	0.34954	-0.53223	nan	0.43511	nan	0.10364	0.66328	0.16802	0.67669	0.22397
0.316uM SB590885 @ 10h (C32)	C32	SB590885	0.316uM	10h	-1.4483	-2.3825	nan	0.55885	0.39278	0.56158	nan	0.022874	nan	-1.3843	0.47048	0.24809	-0.99026	nan	0.1147	nan	-0.30987	0.59791	0.24044	0.74842	0.65682
0.316uM SB590885 @ 24h (C32)	C32	SB590885	0.316uM	24h	-1.4216	-2.392	nan	0.032564	0.53847	0.72562	nan	-0.55107	nan	-2.0845	0.3545	0.17585	-0.63991	nan	0.098599	nan	-0.32734	0.77493	0.28993	-1.5142	1.0162
0.316uM SB590885 @ 48h (C32)	C32	SB590885	0.316uM	48h	-1.1633	-1.9063	nan	0.35412	0.68797	0.95181	nan	-0.58363	nan	-2.1836	0.62937	0.38086	0.10217	nan	0.14032	nan	-0.38616	1.25	0.94814	-1.8629	0.8957
1uM SB590885 @ 1h (C32)	C32	SB590885	1uM	1h	-1.9469	-3.4166	nan	-0.32745	0.1472	0.3933	nan	-0.20234	nan	-0.60655	0.59282	0.061691	-0.24762	nan	-0.1231	nan	-0.043304	0.48219	-0.027217	-0.14094	0.10924
1uM SB590885 @ 5h (C32)	C32	SB590885	1uM	5h	-1.7308	-3.2094	nan	0.16537	0.21753	0.53842	nan	-0.033638	nan	-1.0499	0.62254	0.28339	-0.72294	nan	0.1595	nan	-0.13184	0.62655	0.094374	0.6545	0.34064
1uM SB590885 @ 10h (C32)	C32	SB590885	1uM	10h	-1.7819	-3.0315	nan	0.30351	0.42111	0.49333	nan	-0.13789	nan	-1.6119	0.38988	0.19945	-1.3042	nan	0.23833	nan	-0.39743	0.66687	-0.077775	0.89848	0.53378
1uM SB590885 @ 24h (C32)	C32	SB590885	1uM	24h	-1.6732	-2.7159	nan	-0.50308	0.57793	0.67442	nan	-0.80873	nan	-2.4515	0.46873	0.22684	-1.1131	nan	0.077889	nan	-0.63987	0.99066	0.1766	-1.7605	0.92524
1uM SB590885 @ 48h (C32)	C32	SB590885	1uM	48h	-1.159	-2.1547	nan	-0.11327	0.65817	0.6724	nan	-0.83941	nan	-2.7817	0.81667	0.12765	-0.88416	nan	0.29054	nan	-0.78412	1.4864	1.3689	-2.9451	0.91266
3.16uM SB590885 @ 1h (C32)	C32	SB590885	3.16uM	1h	-1.9082	-3.2905	nan	-0.20338	0.24578	0.49335	nan	-0.29677	nan	-0.57283	0.52053	-0.19743	-0.10828	nan	-0.031422	nan	0.030325	0.6452	-0.11576	-0.12654	0.13919
3.16uM SB590885 @ 5h (C32)	C32	SB590885	3.16uM	5h	-1.8705	-3.2476	nan	0.10098	0.22756	0.48612	nan	-0.10885	nan	-1.1278	0.78977	0.01796	-0.52389	nan	0.11668	nan	-0.21055	0.70098	-0.0088593	0.77717	0.27698
3.16uM SB590885 @ 10h (C32)	C32	SB590885	3.16uM	10h	-1.809	-3.3168	nan	0.12252	0.22681	0.42118	nan	-0.15352	nan	-1.585	0.45798	0.011923	-1.2345	nan	-0.027296	nan	-0.60743	0.68278	0.10277	0.98985	0.55295
3.16uM SB590885 @ 24h (C32)	C32	SB590885	3.16uM	24h	-1.9297	-2.8578	nan	-0.75251	0.43262	0.58496	nan	-0.75241	nan	-2.4199	0.57962	0.033809	-1.057	nan	-0.1182	nan	-0.60012	0.85862	0.40366	-1.6524	0.98063
3.16uM SB590885 @ 48h (C32)	C32	SB590885	3.16uM	48h	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.00316uM Selumetinib @ 1h (C32)	C32	Selumetinib	0.00316uM	1h	0.18096	0	nan	0.0098723	0.17237	0.34579	nan	-0.070975	nan	0.10543	0.34893	0.25916	0.14971	nan	0.17883	nan	0.27669	0.39663	0.21634	-0.56778	0.089587
0.00316uM Selumetinib @ 5h (C32)	C32	Selumetinib	0.00316uM	5h	0.18763	-0.049768	nan	0.14972	0.048629	-0.081256	nan	0.22218	nan	0.26594	0.21659	0.20626	0.070303	nan	0.11267	nan	0.3037	-0.045918	0.29298	0.0033961	0.15304
0.00316uM Selumetinib @ 10h (C32)	C32	Selumetinib	0.00316uM	10h	0.047697	-0.099536	nan	0.52093	-0.018709	-0.17068	nan	0.17928	nan	0.12883	-0.0035694	0.2303	0.19246	nan	-0.0083872	nan	0.068165	-0.0087296	-0.18133	0.32203	0.40355
0.00316uM Selumetinib @ 24h (C32)	C32	Selumetinib	0.00316uM	24h	-0.13963	-0.44057	nan	-0.010693	0.13407	0.0026255	nan	-0.11522	nan	-0.38574	-0.33166	-0.1724	-0.12618	nan	-0.10451	nan	-0.62309	-0.42321	-0.11577	-0.54945	0.0047386
0.00316uM Selumetinib @ 48h (C32)	C32	Selumetinib	0.00316uM	48h	-0.21721	-0.58332	nan	0.23777	0.061139	0.48963	nan	-0.12082	nan	-1.0322	-0.43036	-0.002938	-0.047901	nan	-0.095942	nan	-0.58215	0.067161	-0.17083	0.15549	0.2019
0.01uM Selumetinib @ 1h (C32)	C32	Selumetinib	0.01uM	1h	-0.15023	-0.58496	nan	-0.34235	0.089505	0.34262	nan	-0.2951	nan	-0.070668	0.58855	0.075899	-0.19326	nan	0.21491	nan	0.15828	0.46682	-0.061403	-0.24595	-0.16535
0.01uM Selumetinib @ 5h (C32)	C32	Selumetinib	0.01uM	5h	-0.19957	-0.23638	nan	-0.01158	0.061585	0.028607	nan	0.024636	nan	-0.1103	0.19628	0.029504	-0.30865	nan	0.22724	nan	0.20123	0.0047682	-0.27652	0.23147	0.089904
0.01uM Selumetinib @ 10h (C32)	C32	Selumetinib	0.01uM	10h	-0.2123	-0.18982	nan	-0.0021591	-0.065484	0.010839	nan	-0.096771	nan	-0.40975	0.10003	0.11107	-0.252	nan	0.035292	nan	-0.071819	0.016926	-0.08301	0.40939	-0.077911
0.01uM Selumetinib @ 24h (C32)	C32	Selumetinib	0.01uM	24h	-0.2546	-0.36257	nan	-0.29777	0.14315	0.23077	nan	-0.30563	nan	-0.92935	-0.07452	-0.032017	-0.32368	nan	-0.13845	nan	-0.36608	-0.047579	-0.15061	-0.43359	0.14665
0.01uM Selumetinib @ 48h (C32)	C32	Selumetinib	0.01uM	48h	-0.13396	-0.47376	nan	-0.022095	0.089546	0.7127	nan	-0.24903	nan	-1.3826	-0.28576	0.10129	-0.079977	nan	0.0043294	nan	-0.58356	0.38819	0.11603	0.21169	0.12169
0.0316uM Selumetinib @ 1h (C32)	C32	Selumetinib	0.0316uM	1h	-0.33584	-1.9068	nan	-0.52112	0.032302	0.28688	nan	-0.41174	nan	-0.4522	0.54334	-0.24418	-0.16566	nan	-0.24658	nan	0.1383	0.43841	-0.16356	-0.1633	-0.1755
0.0316uM Selumetinib @ 5h (C32)	C32	Selumetinib	0.0316uM	5h	-0.32427	-0.71484	nan	-0.11265	0.13701	0.23513	nan	-0.063342	nan	-0.53518	0.43667	-0.12713	-0.46647	nan	0.051441	nan	-0.043955	0.40229	0.12046	0.46047	0.0258
0.0316uM Selumetinib @ 10h (C32)	C32	Selumetinib	0.0316uM	10h	-0.49754	-1.2586	nan	-0.10519	-0.15928	0.13264	nan	-0.25688	nan	-1.0374	0.06375	-0.45646	-0.68469	nan	-0.38003	nan	-0.33803	-0.2631	-0.21004	0.63344	0.15606
0.0316uM Selumetinib @ 24h (C32)	C32	Selumetinib	0.0316uM	24h	-0.50457	-1.1468	nan	-0.58935	0.21354	0.52323	nan	-0.54219	nan	-1.7514	0.19082	-0.22408	-0.53944	nan	-0.32788	nan	-0.63343	0.22239	0.0063538	-0.61741	0.035476
0.0316uM Selumetinib @ 48h (C32)	C32	Selumetinib	0.0316uM	48h	-0.57079	-0.83533	nan	-0.46445	-0.085087	0.69692	nan	-0.49718	nan	-1.7648	-0.18171	-0.17924	0.095001	nan	-0.25997	nan	-0.49382	0.63743	-0.15195	-0.21404	0.059176
0.1uM Selumetinib @ 1h (C32)	C32	Selumetinib	0.1uM	1h	-0.034765	-2.974	nan	-0.13738	0.056167	0.19693	nan	-0.3544	nan	-0.3117	0.41361	-0.35226	-0.010077	nan	0.13099	nan	-0.043825	0.23341	-0.080578	-0.30194	0.21981
0.1uM Selumetinib @ 5h (C32)	C32	Selumetinib	0.1uM	5h	-0.15709	-1.9465	nan	0.40897	0.050718	0.28048	nan	-0.13878	nan	-0.91745	0.13833	-0.37024	-0.56975	nan	0.17624	nan	-0.029473	0.2926	-0.035811	0.53164	0.26891
0.1uM Selumetinib @ 10h (C32)	C32	Selumetinib	0.1uM	10h	-0.20214	-2.1115	nan	0.12026	0.14924	0.3797	nan	-0.27915	nan	-1.4932	0.025698	-0.40465	-0.779	nan	0.032875	nan	-0.43191	0.25836	0.064238	0.69542	0.32714
0.1uM Selumetinib @ 24h (C32)	C32	Selumetinib	0.1uM	24h	-0.18923	-2.0506	nan	-0.48721	0.39053	0.64945	nan	-0.79199	nan	-2.5747	0.18513	-0.49972	-0.52605	nan	0.029955	nan	-0.2657	0.50875	0.17516	-1.4005	0.46679
0.1uM Selumetinib @ 48h (C32)	C32	Selumetinib	0.1uM	48h	-0.16166	-2.2917	nan	-0.046905	0.065245	0.46373	nan	-0.59533	nan	-1.4022	0.1615	-0.44422	0.094455	nan	-0.1172	nan	-0.20585	0.57961	0.16077	-1.0174	0.36515
0.316uM Selumetinib @ 1h (C32)	C32	Selumetinib	0.316uM	1h	0.2078	-3.1164	nan	-0.15424	0.21409	0.39331	nan	-0.238	nan	-0.39398	0.62117	0.20086	-0.048228	nan	0.046409	nan	0.040528	0.63062	-0.0089546	-0.22869	0.15171
0.316uM Selumetinib @ 5h (C32)	C32	Selumetinib	0.316uM	5h	0.17433	-2.822	nan	0.52496	0.25101	0.36937	nan	-0.012735	nan	-0.88275	0.57999	0.3165	-0.66543	nan	0.30942	nan	-0.096118	0.60145	0.03727	0.6388	0.46417
0.316uM Selumetinib @ 10h (C32)	C32	Selumetinib	0.316uM	10h	0.059871	-2.8073	nan	0.62624	0.24706	0.40028	nan	-0.094122	nan	-1.3961	0.15335	0.11107	-1.1549	nan	0.11579	nan	-0.42747	0.40269	0.091005	0.96313	0.69311
0.316uM Selumetinib @ 24h (C32)	C32	Selumetinib	0.316uM	24h	0.023651	-2.7162	nan	0.038526	0.42101	0.62574	nan	-0.60826	nan	-2.0977	0.28169	0.096212	-0.60064	nan	0.039848	nan	-0.46109	0.73164	0.28766	-1.5138	1.002
0.316uM Selumetinib @ 48h (C32)	C32	Selumetinib	0.316uM	48h	-0.051645	-2.1328	nan	0.65707	0.74379	0.74166	nan	-0.77826	nan	-2.1866	0.51704	0.2797	0.13543	nan	0.54722	nan	-0.32044	1.3266	1.1166	-2.2781	1.2061
1uM Selumetinib @ 1h (C32)	C32	Selumetinib	1uM	1h	-0.017487	-3.387	nan	-0.32889	0.11672	0.42119	nan	-0.35459	nan	-0.46926	0.63461	-0.020544	-0.27462	nan	0.081788	nan	-0.089107	0.37034	0.090316	-0.24262	0.16056
1uM Selumetinib @ 5h (C32)	C32	Selumetinib	1uM	5h	0.017751	-3.1802	nan	0.17474	0.24478	0.4713	nan	-0.13973	nan	-0.95209	0.50413	0.19265	-0.87796	nan	0.25675	nan	-0.097831	0.63016	0.099981	0.6545	0.44003
1uM Selumetinib @ 10h (C32)	C32	Selumetinib	1uM	10h	-0.04617	-3.3411	nan	0.25786	0.18448	0.37624	nan	-0.18817	nan	-1.5093	0.32871	0.074743	-1.4599	nan	0.10386	nan	-0.55399	0.53637	0.14412	0.91114	0.5531
1uM Selumetinib @ 24h (C32)	C32	Selumetinib	1uM	24h	-0.068713	-3.0379	nan	-0.6431	0.42012	0.45682	nan	-0.94717	nan	-2.5679	0.50709	0.10419	-1.2655	nan	0.073965	nan	-0.47838	0.87703	0.63383	-1.8608	1.0146
1uM Selumetinib @ 48h (C32)	C32	Selumetinib	1uM	48h	-0.1743	-2.0994	nan	-0.084589	1.0113	0.37615	nan	-0.91601	nan	-3.0326	0.96506	-0.026639	-0.39327	nan	0.14676	nan	-0.91324	1.3198	1.1834	-2.3863	1.0286
3.16uM Selumetinib @ 1h (C32)	C32	Selumetinib	3.16uM	1h	-0.10733	-3.3581	nan	-0.36437	0.32702	0.40724	nan	-0.34262	nan	-0.54279	0.60497	-0.17184	-0.20115	nan	-0.042929	nan	-0.011395	0.60981	0.13013	-0.19942	0.022004
3.16uM Selumetinib @ 5h (C32)	C32	Selumetinib	3.16uM	5h	-0.21158	-3.4858	nan	-0.094986	0.22555	0.30624	nan	-0.21915	nan	-1.3587	0.51541	-0.23346	-0.94127	nan	0.06719	nan	-0.36944	0.62154	-0.24452	0.78306	0.16026
3.16uM Selumetinib @ 10h (C32)	C32	Selumetinib	3.16uM	10h	-0.38908	-3.8845	nan	0.061931	-0.16292	-0.014493	nan	-0.27509	nan	-1.8129	-0.30594	-0.49822	-1.7596	nan	-0.16493	nan	-0.65134	-0.37078	0.032071	1.0315	0.41071
3.16uM Selumetinib @ 24h (C32)	C32	Selumetinib	3.16uM	24h	-0.33584	-3.4021	nan	-0.83331	0.45129	0.37956	nan	-1.1507	nan	-2.9538	0.63765	-0.17255	-1.4372	nan	0.015026	nan	-0.64456	0.48773	0.94034	-1.9641	0.92888
3.16uM Selumetinib @ 48h (C32)	C32	Selumetinib	3.16uM	48h	-1.0029	-2.7161	nan	-0.75597	0.48693	-0.11366	nan	-1.6597	nan	-3.6926	-0.079759	-0.7275	-1.5116	nan	-0.21331	nan	-2.2847	0.97216	1.9661	-2.7942	0.50933
0.00316uM AZ-628 @ 1h (COLO 858)	COLO 858	AZ-628	0.00316uM	1h	-0.304219	0.695585	-0.0257755	0.07336	0.6093335	0.92548	0.186625	0.33252	0.16138	0.63644	0.19987	0.380925	0.4495	0.43715	0.26864	0.23822	0.50197	0.89561	0.59209	0.009325	0.1590675
0.00316uM AZ-628 @ 5h (COLO 858)	COLO 858	AZ-628	0.00316uM	5h	-0.517489	0.2495695	-0.24834	0.03572185	-0.03066	0.63513	-0.296915	-0.17427	0.0949955	0.1302435	-0.358535	0.042255	-0.101755	0.018145	-0.231069	-0.060488	0.024882	0.081501	-0.002786	-0.120155	-0.10348
0.00316uM AZ-628 @ 10h (COLO 858)	COLO 858	AZ-628	0.00316uM	10h	-0.07163	0.886665	0.0919495	0.312755	0.485505	0.3827	0.21166	0.41979	0.04483	0.200528	0.876075	0.237865	0.521575	0.379835	0.39974	0.246679	1.1247	0.896815	0.633575	0.2904679	0.36936
0.00316uM AZ-628 @ 24h (COLO 858)	COLO 858	AZ-628	0.00316uM	24h	0.06466265	0.14804	0.098426	0.167837	0.1172065	-0.363545	0.0939695	0.15665	-0.0645918	0.176195	0.885325	-0.013951	-0.06888	0.0673045	0.002688	0.109719	0.60232	0.51782	0.20631	0.4488043	0.100672
0.00316uM AZ-628 @ 48h (COLO 858)	COLO 858	AZ-628	0.00316uM	48h	0.1488	0.54672025	0.1447035	0.141215	0.48634	0.15201	0.34517	0.29485	-0.180754	-0.04158	-0.22882	0.213495	0.282055	0.383215	0.545945	0.084135	0.87658	0.805385	0.767605	0.713375	0.361165
0.01uM AZ-628 @ 1h (COLO 858)	COLO 858	AZ-628	0.01uM	1h	-0.583745	0.1216575	-0.0762205	0.010005	0.726895	1.187065	0.299	0.1954	0.229065	0.759325	0.155809	0.482005	0.392485	0.410865	-0.093979	0.272425	0.38304	1.06699	0.604275	0.4262765	0.25123
0.01uM AZ-628 @ 5h (COLO 858)	COLO 858	AZ-628	0.01uM	5h	-0.619185	0.540715	-0.00554	0.250125	0.3796895	1.09845	-0.007905	0.057096	0.154545	0.478545	-0.492865	0.264539	0.188205	0.2584	0.021915	-0.057455	0.49956	0.71102	0.35923	0.4309	0.118673
0.01uM AZ-628 @ 10h (COLO 858)	COLO 858	AZ-628	0.01uM	10h	-0.054655	0.49805	0.208635	0.460445	0.628455	0.827655	0.4924	0.83373	0.21934	0.0538035	0.8214	0.496695	0.39681	0.29825	0.1151	0.064505	1.077	0.995535	0.35202	0.3559	0.494
0.01uM AZ-628 @ 24h (COLO 858)	COLO 858	AZ-628	0.01uM	24h	-0.1002	0.208585	0.016515	0.1024805	0.260965	-0.081415	0.18372	0.22409	-0.15909945	0.22646	0.847145	0.20695	0.0980071	0.164165	0.0667055	0.1025	0.72534	0.603355	0.279445	0.73987	0.247055
0.01uM AZ-628 @ 48h (COLO 858)	COLO 858	AZ-628	0.01uM	48h	0.04615555	0.395305	0.21771	0.1690505	0.733785	0.462055	0.43073	0.52533	-0.160345	-0.24918	-0.14878	0.37583	0.2350705	0.3582	0.3204295	0.0114	0.89868	1.1131	0.637745	0.653675	0.6986
0.0316uM AZ-628 @ 1h (COLO 858)	COLO 858	AZ-628	0.0316uM	1h	-1.234285	-0.992	-0.22543	-0.050215	0.35746	1.01324	0.17208	-0.1166	0.09722	0.51752	-0.11938	0.298085	0.252661	0.28963	-0.436705	0.03542	0.46347	0.47773	0.6559465	0.371665	0.169105
0.0316uM AZ-628 @ 5h (COLO 858)	COLO 858	AZ-628	0.0316uM	5h	-0.850935	0.17838	0.076105	0.42791	0.579773	1.34265	0.301595	0.45955	0.168955	0.061907	-0.3551355	0.408495	0.17239	0.31958	-0.21232	0.093792	0.33189	0.816145	0.52507	0.427235	0.391655
0.0316uM AZ-628 @ 10h (COLO 858)	COLO 858	AZ-628	0.0316uM	10h	-0.400275	-0.163415	0.2547375	0.36253	0.657775	0.83186	0.54046	0.7186	0.2522585	-0.61652285	0.85519	0.539645	0.1923765	0.25397	-0.18865	0.24952	0.84282	0.96651	0.48694	0.282665	0.7276
0.0316uM AZ-628 @ 24h (COLO 858)	COLO 858	AZ-628	0.0316uM	24h	-0.362535	0.0908555	0.116714	0.098965	0.322505	-0.030873	0.41644	0.37046	-0.16672	-0.41818	0.881825	0.37693	0.586345	0.692235	-0.046582	0.257925	0.71699	1.245105	0.69259	0.53297	1.09991
