	('measuredProteinValue 0',)
('114041 5940', 'clName: MCF 10F', 'clCenterSpecificID: 50584', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.085448525
('114042 5941', 'clName: MCF 10F', 'clCenterSpecificID: 50584', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	122.5701309
('114043 5942', 'clName: MCF 10F', 'clCenterSpecificID: 50584', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	47.18988058
('114044 5943', 'clName: MCF 10F', 'clCenterSpecificID: 50584', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	115.1005343
('114045 5944', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.157870592
('114046 5945', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.149882466
('114047 5946', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.124068976
('114048 5947', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.137628071
('114049 5948', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.105915698
('114050 5949', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.127660012
('114051 5950', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	645.3640415
('114052 5951', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	624.381655
('114053 5952', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	698.9745919
('114054 5953', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	674.1060422
('114055 5954', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	617.2720982
('114056 5955', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	623.6880909
('114057 5956', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	144.8939539
('114058 5957', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	143.8898328
('114059 5958', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	149.874758
('114060 5959', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	139.0083803
('114061 5960', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	133.4263065
('114062 5961', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	134.100139
('114063 5962', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	161.5983368
('114064 5963', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	170.6693289
('114065 5964', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	163.6885708
('114066 5965', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	167.3185561
('114067 5966', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	154.3686643
('114068 5967', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	155.0372793
('114069 5968', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.133776334
('114070 5969', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	629.730982
('114071 5970', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	135.7929236
('114072 5971', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	150.3409017
('114073 5972', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.441822918
('114074 5973', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.491904411
('114075 5974', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.440082005
('114076 5975', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.555186277
('114077 5976', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.529321681
('114078 5977', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.31939295
('114079 5978', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	295.4759171
('114080 5979', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	277.3216381
('114081 5980', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	310.2456394
('114082 5981', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	304.780385
('114083 5982', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	302.6564827
('114084 5983', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	277.3079401
('114085 5984', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	133.572533
('114086 5985', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	143.3211189
('114087 5986', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	155.7563321
('114088 5987', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	141.1587945
('114089 5988', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	137.1388293
('114090 5989', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	151.6692151
('114091 5990', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	58.70923153
('114092 5991', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	67.8772656
('114093 5992', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	64.3766622
('114094 5993', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	58.97551351
('114095 5994', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	64.54333915
('114096 5995', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	61.41113346
('114097 5996', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.335191109
('114098 5997', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	325.890567
('114099 5998', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	133.3401326
('114100 5999', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	60.56468822
('114101 6000', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.430148621
('114102 6001', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.382722279
('114103 6002', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.288935776
('114104 6003', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.360296048
('114105 6004', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.199250229
('114106 6005', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.173270329
('114107 6006', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	717.2606875
('114108 6007', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	672.0396146
('114109 6008', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1016.134222
('114110 6009', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	655.7012997
('114111 6010', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	869.4889087
('114112 6011', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	696.363384
('114113 6012', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	163.2437078
('114114 6013', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	194.6233177
('114115 6014', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	276.6164902
('114116 6015', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	177.7281271
('114117 6016', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	203.3987247
('114118 6017', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	190.2512745
('114119 6018', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	70.7253433
('114120 6019', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	76.79567451
('114121 6020', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	66.05632371
('114122 6021', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	70.46388426
('114123 6022', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	63.43084545
('114124 6023', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	61.39599091
('114125 6024', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.484997337
('114126 6025', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	863.8108553
('114127 6026', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	245.6801729
('114128 6027', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	79.24839239
('114129 6028', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.300561603
('114130 6029', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.268975687
('114131 6030', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.238059903
('114132 6031', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.25239993
('114133 6032', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.276569705
('114134 6033', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.314220593
('114135 6034', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	729.881935
('114136 6035', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	708.6785447
('114137 6036', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	747.4998224
('114138 6037', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	655.3887035
('114139 6038', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	1062.610447
('114140 6039', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	785.9697359
('114141 6040', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	46.7909276
('114142 6041', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	49.1956659
('114143 6042', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	51.11392829
('114144 6043', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	57.04641868
('114145 6044', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	52.737374
('114146 6045', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	52.98359226
('114147 6046', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	87.91172868
('114148 6047', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	88.70743789
('114149 6048', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	87.95055992
('114150 6049', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	92.33698518
('114151 6050', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	89.76424166
('114152 6051', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	93.81268541
('114153 6052', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.37874341
('114154 6053', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	621.4934934
('114155 6054', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	54.01016273
('114156 6055', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	94.6487918
('114157 6056', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.774739958
('114158 6057', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.799767745
('114159 6058', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.766484969
('114160 6059', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.799258421
('114161 6060', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.796657244
('114162 6061', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.807116795
('114163 6062', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1560.35935
('114164 6063', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1623.909368
('114165 6064', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1655.887462
('114166 6065', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1571.10766
